Datetime,Open,High,Low,Close,Adj Close,Volume
2022-09-15 15:00:00+00:00,1496.050537109375,1496.050537109375,1473.469970703125,1488.6380615234375,1488.6380615234375,0
2022-09-15 16:00:00+00:00,1490.0,1506.4710693359375,1487.05517578125,1506.4710693359375,1506.4710693359375,290121728
2022-09-15 17:00:00+00:00,1506.7025146484375,1516.2069091796875,1506.7025146484375,1507.7611083984375,1507.7611083984375,148193280
2022-09-15 18:00:00+00:00,1507.704833984375,1510.1483154296875,1497.8297119140625,1499.521728515625,1499.521728515625,0
2022-09-15 19:00:00+00:00,1499.1531982421875,1503.7059326171875,1494.216796875,1501.8013916015625,1501.8013916015625,0
2022-09-15 20:00:00+00:00,1501.5799560546875,1507.267333984375,1497.2392578125,1501.990966796875,1501.990966796875,0
2022-09-15 21:00:00+00:00,1502.2642822265625,1503.0648193359375,1488.8597412109375,1492.4241943359375,1492.4241943359375,0
2022-09-15 22:00:00+00:00,1492.2034912109375,1492.2034912109375,1466.139404296875,1469.8994140625,1469.8994140625,0
2022-09-15 23:00:00+00:00,1470.6939697265625,1476.8485107421875,1467.4835205078125,1471.013671875,1471.013671875,23019520
2022-09-16 00:00:00+00:00,1471.9283447265625,1478.912841796875,1456.8961181640625,1478.912841796875,1478.912841796875,0
2022-09-16 01:00:00+00:00,1479.563720703125,1480.564208984375,1469.590576171875,1470.44921875,1470.44921875,0
2022-09-16 02:00:00+00:00,1470.6134033203125,1472.9959716796875,1460.7974853515625,1466.8270263671875,1466.8270263671875,0
2022-09-16 03:00:00+00:00,1466.5421142578125,1471.59521484375,1462.8486328125,1471.5355224609375,1471.5355224609375,0
2022-09-16 04:00:00+00:00,1471.810546875,1477.85498046875,1471.810546875,1473.0355224609375,1473.0355224609375,0
2022-09-16 05:00:00+00:00,1472.9688720703125,1476.9561767578125,1471.812744140625,1472.9837646484375,1472.9837646484375,0
2022-09-16 06:00:00+00:00,1472.8045654296875,1474.6591796875,1471.44384765625,1472.0225830078125,1472.0225830078125,0
2022-09-16 07:00:00+00:00,1472.1083984375,1475.437744140625,1471.5142822265625,1471.626708984375,1471.626708984375,0
2022-09-16 08:00:00+00:00,1471.9031982421875,1472.0770263671875,1451.5589599609375,1453.3262939453125,1453.3262939453125,0
2022-09-16 09:00:00+00:00,1453.2862548828125,1464.3980712890625,1452.7894287109375,1464.16259765625,1464.16259765625,0
2022-09-16 10:00:00+00:00,1464.1195068359375,1472.32958984375,1460.8369140625,1470.2630615234375,1470.2630615234375,0
2022-09-16 11:00:00+00:00,1470.0712890625,1477.736572265625,1467.7098388671875,1477.736572265625,1477.736572265625,0
2022-09-16 12:00:00+00:00,1477.39794921875,1477.8193359375,1457.1319580078125,1457.2730712890625,1457.2730712890625,0
2022-09-16 13:00:00+00:00,1456.9527587890625,1462.979248046875,1435.1378173828125,1435.1378173828125,1435.1378173828125,277829632
2022-09-16 14:00:00+00:00,1434.261962890625,1455.3504638671875,1433.5989990234375,1451.6080322265625,1451.6080322265625,0
2022-09-16 15:00:00+00:00,1450.987548828125,1453.630615234375,1443.6878662109375,1449.3203125,1449.3203125,0
2022-09-16 16:00:00+00:00,1450.0118408203125,1450.765869140625,1422.9993896484375,1428.1546630859375,1428.1546630859375,44363776
2022-09-16 17:00:00+00:00,1428.07568359375,1429.32421875,1415.581298828125,1423.090087890625,1423.090087890625,209854464
2022-09-16 18:00:00+00:00,1422.727294921875,1430.7239990234375,1416.748779296875,1429.313232421875,1429.313232421875,177764352
2022-09-16 19:00:00+00:00,1428.9031982421875,1434.8662109375,1428.73681640625,1429.8763427734375,1429.8763427734375,21671936
2022-09-16 20:00:00+00:00,1429.458740234375,1436.0850830078125,1429.3934326171875,1435.8341064453125,1435.8341064453125,0
